42.3631 -71.065, all phase plumbing
64.8761 -165.32, evergreen helicopters
64.8761 -165.32, fagerstrom enterprise
64.4981 -165.408, family & youth svc
64.8761 -165.32, fat freddies
64.4971 -165.406, fimon financial svc
64.4971 -165.41, fish & game dept
61.5822 -149.458, us marine corps recruiting
61.5833 -149.441, us post office
61.5811 -149.45, us post office
61.5825 -149.429, us veterans ctr
61.5821 -149.448, uskh inc
61.6141 -149.457, v corp
61.5754 -149.364, valley appraisal & analysis
61.5841 -149.55, valley auto body
61.5838 -149.319, valley bearing & supply
61.5821 -149.443, valley bistro
61.5411 -149.451, valley block & concrete
61.5825 -149.429, valley board of realtors
61.6161 -149.408, valley bookkeeping & scrtrl
61.5947 -149.447, valley bookkeeping svc
61.5874 -149.304, valley business machines inc
61.6141 -149.457, valley cab
61.5799 -149.443, valley car rental
61.5833 -149.442, valley chiropractic clinic
61.5811 -149.45, valley church of christ
61.583 -149.457, valley collections inc
61.6141 -149.457, valley computers
61.5431 -149.599, valley country motel
61.5431 -149.599, valley country store
61.6131 -149.266, valley country store
61.5826 -149.427, valley dental clinic
61.5825 -149.429, valley dermatology ctr inc
61.573 -149.445, valley diesel & marine
61.6141 -149.457, valley electrology
61.5721 -149.352, valley floors
61.5875 -149.424, valley foot & ankle clinic
61.5853 -149.37, valley foreclosure svc
61.5041 -149.621, valley framing
61.6531 -149.903, valley fuel
61.5825 -149.449, valley funeral home inc
61.5731 -149.445, valley golf store
61.1845 -149.923, john hagmeier co
61.1923 -149.886, john levy-dynamic properties
61.1036 -149.863, john lockhart construction
61.2158 -149.904, john m murtagh law offices
61.1819 -149.929, john matthews builder contr
61.1541 -149.958, john moose outfitters
61.141 -149.797, john osnes violins
61.1955 -149.893, john r spencer law office
61.1521 -149.919, john rankin designs
61.2197 -149.892, john rice law office
61.2161 -149.876, john t robertson law office
61.1201 -149.89, john tuckey photography
61.1101 -149.857, john w abbott law office
61.1808 -149.943, john w hendrickson & assoc
61.2193 -149.896, john white law office
61.1686 -149.905, john's apa video
61.1635 -149.83, john's excavating inc
61.1551 -149.862, john's mechanic svc
61.2243 -149.815, john's motel & rv park
61.1404 -149.879, john-wayne construction co
61.2199 -149.779, johnny's barber shop
61.1983 -149.88, johnson & kim
61.1571 -149.883, johnson avionics
61.1101 -149.857, johnson construction
61.1771 -149.97, johnson controls inc
61.2116 -149.887, johnson cpa llc
61.1465 -149.807, johnson human svc
61.1777 -149.869, johnson nissan
61.1914 -149.894, johnson nursery
61.2073 -149.754, johnson properties & mgmt
61.1793 -149.872, johnson rv ctr
61.1811 -149.866, johnson rv ctr
61.1891 -149.937, johnson's asphalt maintenance
61.1681 -149.835, johnson's carpet cleaning
63.4041 -148.835, denali manor coffee shop
63.4041 -148.835, denali sightseeing safaris
63.3905 -148.901, denali wilderness safaris inc
63.3921 -148.949, gary's krazy fotos
61.8061 -157.936, glacier construction svc
63.3731 -148.976, igloo city resort
61.8061 -157.936, johnnie john senior school
63.3905 -148.901, lazy j cabins
63.4041 -148.835, lite duty svc
61.6351 -157.041, little russian trading post
64.6101 -149.039, mtaonline
60.1561 -164.25, naterkaq light plant
61.6351 -157.041, nelson enterprises
63.3831 -148.916, reindeer mountain lodge
61.4145 -149.495, alaska green hydroseeding
61.4111 -149.45, alaska ham radio supply
61.4216 -149.438, alaska jack's small engine
61.411 -149.434, alaska originals inc
61.4111 -149.45, alaska salmon safari
55.2541 -162.289, alaska transportation dept
61.4111 -149.45, alaska trophy safaris inc
55.2541 -162.289, aleut enterprise corp
61.4178 -149.427, all sports snowmachine & atv
61.3907 -149.456, alpacka rafts
61.4121 -149.494, alpine plumbing & heating
60.1561 -164.25, st catherines catholic church
63.4041 -148.835, state troopers
64.3401 -149.043, tatlanika trading co
61.8061 -157.936, thomas trading post
63.2241 -147.726, transportation-maintenance sta
63.3901 -148.901, tsesyu service
64.6101 -149.039, us post office
61.4481 -149.375, american legion
61.3993 -149.51, american overhead garage door
61.3899 -149.521, amway distributors
55.2541 -162.289, anna livingston memorial
61.4182 -149.433, apartments in alaska
61.4111 -149.45, arc-tech enterprises
59.6412 -151.545, alaska islands & ocean visitor
59.6444 -151.522, alaska marine conservation
59.6461 -151.509, alaska maritime tours inc
59.6641 -151.442, alaska mini-storage
59.6641 -151.442, alaska mini-storage
59.6534 -151.544, alaska northern lights
59.6661 -151.524, alaska premier sportfishing
59.6461 -151.509, alaska priorty express
59.665 -151.461, alaska propane inc
59.6891 -151.371, alaska sable fish inc
59.6461 -151.509, alaska saltwater charters
59.6672 -151.467, alaska timberframe
59.6412 -151.546, alaska usa federal credit un
59.6412 -151.546, alaska usa mortgage co
59.635 -151.521, alaska waterfront homer inn
59.6476 -151.533, alaska wild berry products
59.6461 -151.509, alaska wildlife taxidermy
59.6423 -151.552, alaska windjammer suites
59.647 -151.536, alaska windjammer suites
59.6427 -151.551, alaska woodside lodging
59.6461 -151.509, alaskan cottages
59.6491 -151.522, alaskan graphics
60.5051 -150.94, alaskan suites
59.602 -151.421, alaskan treasure hunter
59.6452 -151.546, alcoholics anonymous
59.645 -151.549, alderfer group
59.8021 -151.068, alex's enterprises
59.6461 -151.509, jack alexander
59.6468 -151.535, alibi
59.6455 -151.543, alice's champagne palace
59.6528 -151.543, all points travel
59.6783 -151.484, all saints of america orthodox
59.6392 -151.506, all seasons honda & ski-doo
59.6791 -151.412, all seasons plumbing & heating
59.7401 -151.274, almost home bed & breakfast
64.4971 -165.403, fish & wildlife
64.8761 -165.32, fossil ivory sales
64.4978 -165.41, gci
64.4941 -165.39, glue pot
64.8761 -165.32, gold coast cinema
64.8761 -165.32, gold dust lounge
64.4976 -165.394, gold rush apartments
64.4971 -165.41, gold rush video
64.8761 -165.32, golden scissors
64.8761 -165.32, grant aviation
64.5451 -163.022, hageland aviation svc inc
64.8761 -165.32, hair-ease
64.4971 -165.406, health & social svc dept-publ
64.8761 -165.32, hen & chicken produce
64.4981 -165.404, holly enterprises
64.8761 -165.32, icy view fire hall
64.4971 -165.41, information center
64.8761 -165.32, jade's arctic grizzlies
64.8761 -165.32, john's limited
64.4981 -165.391, johnson brothers construction
64.4989 -165.414, johnson cpa
64.8761 -165.32, k & s leasing
66.6651 -160.214, k j's sporting goods
64.8761 -165.32, kateel trucking
64.5011 -165.414, kawerak inc
64.4971 -165.403, kegoayah kozga library
64.5011 -165.411, kicy
64.8761 -165.32, king island native corp
64.4983 -165.402, knom
64.4971 -165.403, krier inc
64.8761 -165.32, george krier
70.2141 -150.994, kuukpik carlile transportation
70.2141 -150.994, kuukpik corp
70.1971 -151.01, kuukpik hotel
70.1971 -151.01, kuukpik presbyterian church
70.2141 -150.994, kuupik corp
64.502 -165.407, l & s rentals
64.8761 -165.32, laborers international union
64.8761 -165.32, lamp inc
64.5011 -165.421, larry's auto
64.9391 -164.855, level best engineering
61.5853 -149.373, valley health svc
61.5694 -149.448, valley healthy communities
61.7681 -149.766, valley heat technologies
61.6141 -149.457, valley home & pet care
61.5871 -149.424, valley hospital imaging svc
61.5871 -149.424, valley hospital medical ctr
61.5871 -149.424, valley hospital rehab svc
61.58 -149.434, valley hydraulics
61.5825 -149.429, valley internal physicians
61.6141 -149.457, valley lath & plaster
61.5841 -149.442, valley martial arts
61.6576 -149.283, valley mechanical contr
61.5847 -149.442, valley medical supply
61.5851 -149.386, valley moving & storage inc
61.5826 -149.427, valley oral surgery
61.5844 -149.427, valley orthodontics
61.5871 -149.424, valley orthopedic surgery
61.5739 -149.401, valley park & sell
61.5834 -149.455, valley performing arts
61.5875 -149.424, valley phlebotomy svc
61.5879 -149.328, valley pump & well svc inc
61.6141 -149.457, valley racing/sport svc
61.5761 -149.646, valley refuse inc
61.5852 -149.334, valley rental ctr
61.5771 -149.442, valley rental ctr inc
61.5561 -149.418, valley river charters
61.7321 -150.12, valley roofing
61.6141 -149.457, valley rototilling & lndscpng
61.5871 -149.424, valley sinus ctr
61.5856 -149.316, valley trophy
61.5871 -149.424, valley urology
61.6141 -149.457, valley used computer
61.6144 -149.326, valley winery
61.1924 -149.936, johnson's repair
61.145 -149.862, johnson's tire svc inc
61.1949 -149.912, johnson's tire svc inc
61.1904 -149.877, johnson's tire svc inc
61.1201 -149.89, johnson-barrow inc
61.1409 -149.837, johnston construction & rfng
61.1527 -149.865, johnstone supply
61.1901 -149.892, jolelee & assoc
61.1896 -149.819, stephen g jolley md
61.1568 -149.864, jolt-n-java
61.2188 -149.896, jonathan lack law office
61.1939 -149.919, jones & colver
61.2171 -149.9, jones' carpet care
61.2168 -149.9, steven l jones
61.1491 -149.809, joni's secretarial svc
61.1571 -149.883, jordan's carpet ctr
61.1201 -149.89, jordan's electric
61.1967 -149.877, linda c jordan
61.2163 -149.904, joseph g franco consultant
61.2188 -149.896, joseph p palmier llc
61.2164 -149.9, josephson & assoc
61.1891 -149.906, josetta & co
61.1481 -149.82, josten's publishing-yearbook
61.1377 -149.864, jostens inc
61.1571 -149.883, jostens photography
61.1983 -149.88, jostens recognition
61.1201 -149.89, jourdian construction
61.1533 -149.811, journey beyond
61.218 -149.773, journey's svc
61.2174 -149.888, journeys
61.1444 -149.867, journeys
61.2161 -149.876, journeys services
61.1491 -149.809, joy & joy
61.1201 -149.89, joy christian ctr
61.1036 -149.867, joy etc
61.145 -149.862, joy restaurant
61.3896 -149.476, architectural hardware supply
61.4051 -149.429, arctic pump & well svc
61.3985 -149.466, assisted living
55.2541 -162.289, atka city office
61.4164 -149.495, atv accessories
61.4223 -149.447, audio visual installation
61.3791 -149.54, barrier free recreation
55.2541 -162.289, bayview bed & breakfast
61.3935 -149.465, bear mountain espresso
61.3966 -149.46, bear mountain fitness club
61.4107 -149.433, bear mountain paper hanging
55.2003 -162.705, bearfoot inn
55.2541 -162.289, bearfoot inn
61.4481 -149.375, bella vista pizzeria
61.3631 -149.515, bible baptist church
55.2541 -162.289, bill martin fish alaska
61.3751 -149.531, birchwood abc elementary
61.3861 -149.552, birchwood camp
61.4041 -149.469, birchwood community church
61.4121 -149.494, birchwood garage
61.3933 -149.513, birchwood machinery svc
61.4111 -149.45, birchwood mobile home park
61.4156 -149.515, birchwood recreation
61.4023 -149.468, birchwood saloon
61.4164 -149.495, birchwood storage inc
61.3781 -149.538, birchwood united methodist
61.4252 -149.406, boy scouts of america
61.4149 -149.473, bretey's auto repair
61.4248 -149.487, burl's aircraft rebuild
61.4111 -149.45, buyers home inspection
61.3686 -149.51, c & n wholesalers
61.3993 -149.51, calkins construction
61.4161 -149.423, camp carlquist
61.4111 -149.45, camp singing hills
61.4004 -149.462, campfire alaska council
61.3631 -149.515, central paving products
59.6682 -151.519, aloha bed & breakfast
59.6497 -151.544, rene l alvarez md
59.6385 -151.51, alyeska tire
59.6395 -151.504, ameri gas inc
59.6667 -151.48, american legion
59.6461 -151.509, american multimedia
59.6395 -151.504, amso's carpets & interiors
59.7891 -151.14, anchor cattle co
59.6461 -151.509, anchor packing
59.6461 -151.509, anchor point rv
59.6461 -151.509, anchor river collision
59.6475 -151.52, andrews tub & tile
59.6461 -151.509, andy klamser investigative svc
59.6452 -151.546, apicda
59.6461 -151.509, aquatic ecosystems north
59.6412 -151.545, arby's
59.6461 -151.509, arch cape charters & b & b
59.636 -151.515, ark lv
59.6721 -151.561, arno construction inc
59.6461 -151.509, art of daily living inc
59.644 -151.55, art shop gallery
59.6491 -151.522, assembly of god church
59.6485 -151.515, ast travel
59.6461 -151.509, atf boom truck
59.6581 -151.493, auction block co
59.6428 -151.55, aurora gems
59.6695 -151.468, aurora travel agency
59.6471 -151.543, auto barn
59.6416 -151.474, auto clinic inc
59.6785 -151.682, auto hub svc
59.6394 -151.503, automotive collision experts
59.6759 -151.695, b & c charters
59.6581 -151.584, b & c raingutters
59.6461 -151.509, b r enterprises
59.6491 -151.521, back to action chiropractic
59.6461 -151.509, baha'i faith
59.7891 -151.14, bald mountain air svc
64.4987 -165.408, lewis & thomas
67.2991 -162.862, lions
64.8761 -165.32, little crick mining tours
64.8761 -165.32, little day care
64.4981 -165.392, little sisters of jesus
64.5001 -165.414, lost river mining
64.8761 -165.32, louie's cab
64.8761 -165.32, lutheran association
64.5011 -165.407, lutheran church-our savior's
64.5011 -165.414, mai's guest house
64.4972 -165.403, maruskiya's
67.2991 -162.862, mass village counselor trainee
64.8761 -165.32, mercantile
64.4941 -165.39, milano's pizzaria
64.5023 -165.41, morgan snowmobile sales
66.6651 -160.214, morris trading post
64.8761 -165.32, motor vehicle dept
64.4971 -165.403, mukluk telephone co
64.5001 -165.399, munaqsri senior apartments
64.4971 -165.403, music mart rasmussen's
66.6651 -160.214, nana regional corp
64.8761 -165.32, nanuaq manor
64.5008 -165.408, nanuaq manor
67.2991 -162.862, napaaqtugmiut school
64.4971 -165.407, national guard
64.4971 -165.41, national park svc
64.8761 -165.32, national weather svc
64.4991 -165.394, native village of council
64.4971 -165.408, natural health chiropractic
64.4941 -165.39, natural resources dept
67.2991 -162.862, noatak clinic
67.2991 -162.862, noatak friends church
67.2991 -162.862, noatak historical preservation
67.2991 -162.862, noatak ira
67.2991 -162.862, noatak ira office
67.2991 -162.862, noatak native store
67.2991 -162.862, noatak village council
67.2991 -162.862, noatak water & sewer
64.8761 -165.32, noet's sand & gravel
64.4978 -165.41, nome chamber of commerce
64.8761 -165.32, nome city ambulance
61.6141 -149.457, valley wing tsun & ecrima
61.6141 -149.457, valley youth basketball assn
61.5853 -149.37, valley's best coffee
61.6141 -149.457, van asdoll & sons
61.7321 -150.12, van enterprises
61.6105 -149.48, vanweld north
61.5531 -149.651, ve-tech
61.7321 -150.12, melvin d veit cpa
61.6141 -149.457, verona's alaskan deli
61.5771 -149.444, veterans of foreign wars
61.6131 -149.266, video stop
61.5642 -149.327, viking fence co
61.6141 -149.457, vinyl seal of alaska
61.6141 -149.457, vista optical ctr
61.5768 -149.305, vital signs
61.5914 -149.41, viv's alaskan sweatshirts
61.5816 -149.474, vocational rehabilitation div
61.6141 -149.457, w b odom building inspections
61.5407 -149.461, w d taxidermy
61.5931 -149.456, w r little welding
61.569 -149.361, wal-mart
61.6141 -149.457, warner's greenhouse & nursery
61.6141 -149.457, warp speed courier
61.5729 -149.444, wasilla adult education
61.5833 -149.451, wasilla ambulance svc
61.5717 -149.387, wasilla arctic cat
61.5829 -149.453, wasilla auto mall
61.6091 -149.77, wasilla bar
61.6141 -149.457, wasilla bed & breakfast & apts
61.5983 -149.45, wasilla bible church
61.5895 -149.406, wasilla bone density clinic
61.5811 -149.45, wasilla car wash
61.582 -149.465, wasilla chevron food mart
61.5815 -149.451, wasilla chiropractic clinic
61.5586 -149.481, wasilla christian church
61.5821 -149.444, wasilla city election info
61.1905 -149.897, jp services co
